Resolution Bin,Percentile,Avg B-factor,Max B-factor,Std B-factor,Ramachandran Score,Rotamer Score,Residue Fit,Mainchain Fit,Sidechain Fit
80-90,26,41.73875,46.65,1.70861,0.13288,0.68188,16.19513,17.30091,15.01677
80-90,27,42.36556,47.3,1.76356,0.13777,0.70421,16.46828,17.58311,15.28365
80-90,28,42.96714,47.95,1.81828,0.14263,0.72664,16.74195,17.86367,15.55253
80-90,29,43.575,48.59,1.87311,0.14768,0.74931,17.00897,18.13958,15.81832
80-90,30,44.17286,49.23,1.9285,0.15268,0.77218,17.27894,18.41461,16.08415
80-90,31,44.7675,49.86,1.98404,0.15764,0.79521,17.54734,18.6919,16.35228
80-90,32,45.345,50.49,2.03937,0.16261,0.81854,17.81768,18.9678,16.62035
80-90,33,45.93143,51.11,2.09569,0.16756,0.8419,18.08922,19.24393,16.8896
80-90,34,46.51191,51.73,2.15222,0.17246,0.8659,18.35715,19.5196,17.15815
80-90,35,47.07983,52.35,2.21012,0.1773,0.8902,18.62564,19.79299,17.42551
80-90,36,47.6525,52.99,2.26783,0.18202,0.91509,18.89701,20.06659,17.69517
80-90,37,48.215,53.61,2.32643,0.18652,0.94024,19.16995,20.34307,17.96828
80-90,38,48.7725,54.24,2.38487,0.19096,0.96574,19.44441,20.62055,18.24086
80-90,39,49.33125,54.86,2.44482,0.19514,0.99193,19.72184,20.90178,18.51679
80-90,40,49.895,55.49,2.50458,0.19912,1.01846,20.00201,21.18334,18.79586
80-90,41,50.45875,56.13,2.5657,0.2029,1.04548,20.28456,21.46624,19.07768
80-90,42,51.02778,56.76,2.62773,0.20653,1.0732,20.56872,21.75128,19.36298
80-90,43,51.605,57.41,2.69042,0.20988,1.10211,20.85721,22.03446,19.65316
80-90,44,52.18111,58.04,2.75457,0.21333,1.1319,21.14837,22.32803,19.94828
80-90,45,52.75625,58.69,2.81966,0.21692,1.1623,21.44518,22.61936,20.24688
80-90,46,53.33364,59.34,2.88552,0.22104,1.19386,21.74244,22.91631,20.54943
80-90,47,53.9125,60.0,2.95265,0.22519,1.22559,22.04437,23.21775,20.85438
80-90,48,54.49889,60.67,3.02128,0.22892,1.25879,22.35244,23.52344,21.16299
80-90,49,55.0925,61.33,3.09153,0.23255,1.29349,22.66344,23.8301,21.47939
80-90,50,55.69286,62.01,3.16265,0.23718,1.32988,22.98139,24.1422,21.79773
80-90,51,56.28857,62.7,3.23381,0.2421,1.3677,23.30056,24.45902,22.12723
80-90,52,56.9075,63.4,3.3078,0.24746,1.40823,23.62692,24.78511,22.46322
80-90,53,57.53219,64.11,3.38282,0.25383,1.45072,23.95886,25.10971,22.80453
80-90,54,58.16444,64.82,3.45978,0.26103,1.494,24.29899,25.44362,23.15102
80-90,55,58.79345,65.54,3.53808,0.26907,1.54031,24.64457,25.78646,23.50752
80-90,56,59.435,66.27,3.61854,0.27714,1.58958,24.99813,26.13058,23.8714
80-90,57,60.08555,67.02,3.7014,0.28462,1.64184,25.35841,26.48564,24.24447
80-90,58,60.755,67.77,3.78548,0.29234,1.69794,25.72736,26.83937,24.62293
80-90,59,61.44125,68.54,3.87343,0.30196,1.75784,26.10634,27.20148,25.01028
80-90,60,62.13125,69.33,3.96269,0.3227,1.82239,26.49003,27.57803,25.40603
80-90,61,62.83545,70.14,4.05428,0.35232,1.89098,26.88041,27.96109,25.81905
80-90,62,63.54857,70.96,4.14809,0.38468,1.96647,27.28198,28.3559,26.23752
80-90,63,64.28125,71.8,4.24457,0.41896,2.04879,27.6965,28.76068,26.66414
80-90,64,65.03,72.66,4.34417,0.45805,2.13928,28.1207,29.17281,27.10182
80-90,65,65.79571,73.54,4.4474,0.49586,2.23806,28.55811,29.59947,27.55018
80-90,66,66.58625,74.43,4.55307,0.5328,2.34419,29.00694,30.03883,28.02639
80-90,67,67.39556,75.36,4.66047,0.5737,2.46313,29.46701,30.48889,28.50735
80-90,68,68.22444,76.3,4.77321,0.61353,2.59554,29.94875,30.95201,29.01064
80-90,69,69.07667,77.29,4.89068,0.65217,2.74364,30.44219,31.43719,29.51748
80-90,70,69.955,78.3,5.0107,0.69018,2.90446,30.9499,31.93224,30.05622
80-90,71,70.85833,79.34,5.13802,0.72694,3.07187,31.47256,32.44171,30.608
80-90,72,71.79,80.41,5.26783,0.7629,3.25304,32.02089,32.97082,31.18303
80-90,73,72.76,81.51,5.40551,0.79865,3.43416,32.58797,33.52246,31.784
80-90,74,73.76333,82.64,5.54648,0.83365,3.60209,33.18005,34.08961,32.41043
80-90,75,74.80222,83.83,5.69587,0.86736,3.77862,33.79714,34.68629,33.05805
80-90,76,75.88,85.05,5.8512,0.89999,4.04899,34.43817,35.31362,33.74085
80-90,77,77.00222,86.31,6.01494,0.9313,4.38496,35.10665,35.95816,34.44296
80-90,78,78.1725,87.62,6.1872,0.96221,4.75495,35.80373,36.6345,35.19127
80-90,79,79.39084,88.99,6.36918,0.99286,5.12053,36.54137,37.33874,35.9657
80-90,80,80.655,90.42,6.55946,1.02336,5.45705,37.31285,38.08452,36.78035
80-90,81,81.9885,91.93,6.76159,1.05371,5.76416,38.13255,38.87331,37.63961
80-90,82,83.39818,93.5,6.97455,1.0841,6.02312,38.99052,39.70796,38.54912
80-90,83,84.88,95.18,7.20504,1.11553,6.26195,39.90895,40.58706,39.51682
80-90,84,86.46,96.91,7.44939,1.14813,6.59132,40.88223,41.5303,40.54584
80-90,85,88.10818,98.74,7.71054,1.18282,6.97875,41.91438,42.53664,41.66177
80-90,86,89.88875,100.67,7.99634,1.21887,7.41701,43.03374,43.61274,42.84425
80-90,87,91.80151,102.76,8.30368,1.25519,7.78502,44.25318,44.79095,44.12527
80-90,88,93.87,104.96,8.64092,1.29196,8.07317,45.57279,46.06306,45.50044
80-90,89,96.10426,107.33,9.01992,1.32867,8.32861,47.00574,47.44746,47.01012
80-90,90,98.51833,109.91,9.43769,1.36824,8.84383,48.58398,48.9819,48.67548
80-90,91,101.16134,112.76,9.90649,1.40884,9.49358,50.36239,50.68754,50.50762
80-90,92,104.09333,115.92,10.44916,1.45098,9.97432,52.36523,52.60204,52.59776
80-90,93,107.42893,119.47,11.07327,1.49401,10.30737,54.62674,54.80574,54.94737
80-90,94,111.28222,123.5,11.80759,1.53591,10.91991,57.25035,57.36587,57.66287
80-90,95,115.8082,128.22,12.68853,1.57993,11.96657,60.39961,60.38639,60.9032
80-90,96,121.26125,133.95,13.78885,1.62669,13.54206,64.27688,64.15226,64.89166
80-90,97,128.194,141.19,15.24756,1.67733,14.42676,69.29732,68.98296,70.04916
80-90,98,137.8418,151.38,17.27641,1.73726,16.21751,76.39782,75.87171,77.34113
80-90,99,154.47944,169.02,20.67413,1.81529,19.84672,88.78709,87.84029,89.99345
>90,1,17.08963,20.21,0.0,0.00065,0.0588,6.6089,7.09127,6.04277
>90,2,22.12258,26.13,0.1336,0.00294,0.10237,8.67979,9.32165,7.92277
>90,3,25.96429,30.29,0.27457,0.0064,0.13995,10.14143,10.8644,9.27587
>90,4,29.05571,33.73,0.38985,0.01012,0.17424,11.35462,12.16722,10.39492
>90,5,31.70286,36.67,0.49175,0.01402,0.20639,12.43328,13.31728,11.38913
>90,6,34.0925,39.25,0.58539,0.01806,0.2367,13.41372,14.33432,12.30038
>90,7,36.236,41.55,0.67462,0.02209,0.26548,14.29972,15.26122,13.13421
>90,8,38.21,43.66,0.76028,0.026,0.29337,15.12293,16.12047,13.91644
>90,9,40.01286,45.6,0.8446,0.03037,0.32034,15.88909,16.91892,14.64706
>90,10,41.69333,47.42,0.92585,0.03499,0.34621,16.6198,17.66475,15.34943
>90,11,43.30609,49.12,1.00626,0.03989,0.37197,17.31606,18.378,16.01875
>90,12,44.81667,50.7,1.08555,0.04474,0.39717,17.97311,19.05935,16.66179
>90,13,46.2858,52.22,1.16458,0.04939,0.42194,18.60112,19.71244,17.29227
>90,14,47.6875,53.7,1.24301,0.05421,0.44644,19.21593,20.34112,17.90042
>90,15,49.02375,55.08,1.3214,0.05932,0.47068,19.806,20.94742,18.49079
>90,16,50.2987,56.45,1.3991,0.06463,0.49499,20.38796,21.53693,19.06889
>90,17,51.555,57.77,1.47663,0.07018,0.51887,20.95458,22.10647,19.63792
>90,18,52.77,59.05,1.55371,0.07592,0.54245,21.51471,22.66691,20.19528
>90,19,53.96,60.31,1.63031,0.08199,0.56639,22.06102,23.22209,20.74885
>90,20,55.09714,61.54,1.70774,0.08818,0.59035,22.60311,23.76589,21.29818
>90,21,56.22125,62.75,1.78471,0.09441,0.61431,23.14352,24.30369,21.84274
>90,22,57.34375,63.93,1.86153,0.10053,0.63887,23.67823,24.83497,22.38022
>90,23,58.4425,65.11,1.9383,0.10656,0.6634,24.21217,25.36195,22.92549
>90,24,59.52444,66.28,2.01492,0.1126,0.68856,24.73925,25.88829,23.46724
>90,25,60.5825,67.45,2.09155,0.11836,0.71391,25.26465,26.40952,24.0076
>90,26,61.64778,68.61,2.16934,0.12382,0.73932,25.79517,26.92882,24.54629
>90,27,62.70333,69.77,2.24864,0.12902,0.76489,26.32495,27.44711,25.08774
>90,28,63.75889,70.91,2.32659,0.13411,0.79043,26.85008,27.96661,25.62609
>90,29,64.8075,72.07,2.40529,0.13914,0.81636,27.38354,28.48536,26.16826
>90,30,65.84,73.21,2.4846,0.14407,0.8427,27.91992,29.00507,26.71338
>90,31,66.87714,74.35,2.56393,0.14907,0.86948,28.45699,29.5245,27.26409
>90,32,67.92,75.49,2.6442,0.15404,0.89643,28.99635,30.0538,27.81824
>90,33,68.96143,76.64,2.72443,0.15894,0.9238,29.54766,30.5827,28.3796
>90,34,70.01,77.79,2.8063,0.1639,0.95154,30.10336,31.10848,28.9446
>90,35,71.0565,78.96,2.88871,0.16882,0.97971,30.65838,31.64616,29.51807
>90,36,72.11215,80.11,2.97244,0.1738,1.00846,31.21563,32.18686,30.09435
>90,37,73.1625,81.28,3.05704,0.17873,1.03762,31.7814,32.73044,30.67652
>90,38,74.24235,82.4546,3.14248,0.18344,1.06774,32.34996,33.28065,31.26488
>90,39,75.31113,83.64,3.22958,0.18805,1.09867,32.93034,33.84016,31.86124
>90,40,76.39444,84.82,3.31696,0.19253,1.13009,33.5226,34.40323,32.46388
>90,41,77.5,86.01,3.40606,0.19684,1.16198,34.12008,34.97279,33.07714
>90,42,78.6175,87.21,3.49737,0.20096,1.19473,34.72085,35.54597,33.7026
>90,43,79.73872,88.44,3.59024,0.20489,1.22888,35.33831,36.13381,34.33205
>90,44,80.87111,89.66,3.68399,0.20864,1.26424,35.96338,36.72559,34.98004
>90,45,82.00875,90.9,3.77987,0.21226,1.30072,36.59103,37.32451,35.63478
>90,46,83.164,92.17,3.8764,0.21609,1.33851,37.23099,37.93769,36.30043
>90,47,84.33857,93.46,3.97627,0.22054,1.37804,37.88707,38.55999,36.97593
>90,48,85.52586,94.77,4.0753,0.22499,1.41863,38.5461,39.19397,37.66018
>90,49,86.7509,96.11,4.17777,0.22909,1.46111,39.22764,39.83935,38.36113
>90,50,87.99826,97.46,4.28219,0.23323,1.50515,39.91885,40.4983,39.07446
>90,51,89.27091,98.84,4.38767,0.23833,1.55149,40.62705,41.1683,39.80692
>90,52,90.56,100.24,4.49741,0.24369,1.60055,41.35037,41.85348,40.56245
>90,53,91.875,101.66,4.60881,0.24985,1.6514,42.08602,42.54914,41.32058
>90,54,93.205,103.13,4.72315,0.25697,1.70575,42.8437,43.25725,42.0957
>90,55,94.57143,104.63,4.83921,0.26527,1.76312,43.61172,43.98169,42.89825
>90,56,95.96237,106.14,4.95999,0.27384,1.8228,44.39923,44.72879,43.71522
>90,57,97.385,107.68,5.08307,0.28218,1.8858,45.21316,45.48613,44.55138
>90,58,98.838,109.25,5.20867,0.2902,1.95427,46.03395,46.26575,45.40914
>90,59,100.32882,110.86,5.3381,0.30018,2.02606,46.88765,47.07426,46.28271
>90,60,101.84821,112.44,5.47021,0.31824,2.10462,47.75904,47.89736,47.19399
>90,61,103.41778,114.08,5.60783,0.34572,2.18947,48.65375,48.73444,48.1276
>90,62,105.01167,115.79,5.74848,0.37487,2.27875,49.5775,49.59385,49.08724
>90,63,106.65875,117.55,5.89493,0.40499,2.37626,50.52815,50.47925,50.07485
>90,64,108.36125,119.41,6.04492,0.43833,2.48119,51.51598,51.40301,51.09188
>90,65,110.085,121.21,6.20009,0.47165,2.59339,52.52708,52.35083,52.14762
>90,66,111.83717,123.16,6.35933,0.50421,2.71848,53.57594,53.32477,53.22493
>90,67,113.62,125.14,6.52586,0.53784,2.85476,54.65086,54.3347,54.34879
>90,68,115.525,127.2,6.69695,0.57374,2.99436,55.77048,55.38545,55.52032
>90,69,117.4925,129.34,6.87708,0.60851,3.1404,56.92689,56.4669,56.71862
>90,70,119.55887,131.54,7.06343,0.64365,3.30353,58.1301,57.58672,57.96178
>90,71,121.605,133.8,7.25403,0.67866,3.46889,59.38213,58.76566,59.26818
>90,72,123.802,136.16,7.45491,0.71329,3.62486,60.69096,59.9839,60.63101
>90,73,126.08908,138.6,7.66342,0.74756,3.79773,62.04678,61.25938,62.04152
>90,74,128.51,141.11,7.88392,0.78092,4.04419,63.48006,62.59445,63.52327
>90,75,131.03444,143.8125,8.11218,0.81445,4.34158,64.98807,63.99647,65.0752
>90,76,133.64874,146.58,8.35397,0.84787,4.65937,66.56752,65.444,66.71159
>90,77,136.38889,149.47,8.60582,0.88067,4.99219,68.21559,66.98066,68.41929
>90,78,139.30333,152.41,8.87142,0.91277,5.30829,69.95158,68.59164,70.23554
>90,79,142.31888,155.54,9.15273,0.94437,5.60027,71.77723,70.29325,72.13388
>90,80,145.53167,158.83,9.45301,0.97522,5.86467,73.71185,72.08633,74.15974
>90,81,148.855,162.29,9.77209,1.00659,6.08633,75.76761,73.96908,76.3056
>90,82,152.31454,165.98,10.10926,1.0383,6.32741,77.95893,75.99176,78.60314
>90,83,156.045,169.92,10.46643,1.07079,6.65778,80.27907,78.13796,81.04611
>90,84,160.092,174.11,10.85028,1.10377,7.03146,82.76354,80.45404,83.62801
>90,85,164.42,178.61,11.26467,1.13799,7.43692,85.42315,82.90489,86.40479
>90,86,169.09609,183.45,11.71211,1.17422,7.77541,88.29047,85.58895,89.41245
>90,87,174.14,188.7629,12.20165,1.21257,8.05921,91.42423,88.49386,92.71881
>90,88,179.655,194.52,12.72405,1.25156,8.31296,94.83677,91.67096,96.32539
>90,89,185.74,200.87,13.30614,1.29125,8.7967,98.57778,95.17342,100.2827
>90,90,192.43215,207.99,13.94795,1.33109,9.34156,102.80103,99.07901,104.68039
>90,91,200.32727,216.03,14.66603,1.37399,9.88545,107.50714,103.43652,109.56312
>90,92,209.18071,225.03,15.47525,1.41839,10.22954,112.85936,108.45587,115.19506
>90,93,219.245,235.24,16.40204,1.46426,10.6982,119.11032,114.27284,121.66911
>90,94,231.07,246.8,17.48946,1.5104,11.38728,126.45681,121.03318,129.31557
>90,95,244.71286,260.58,18.81177,1.55698,12.76848,135.28325,129.19386,138.54452
>90,96,261.57938,277.3,20.45111,1.60687,13.86985,146.31426,139.36577,149.99237
>90,97,284.65856,300.56,22.65782,1.66103,14.68902,160.75351,153.04244,165.01944
>90,98,319.76,336.3666,26.05256,1.72427,17.51979,182.24877,173.72491,187.39782
>90,99,382.41825,402.5033,32.84696,1.8059,19.80712,224.38153,214.10379,230.67748
All,1,7.955,9.39,0.17897,0.00225,0.05243,1.99375,1.87378,1.96019
All,2,9.49714,11.2,0.28666,0.00788,0.09278,2.60162,2.47786,2.50605
All,3,10.64857,12.54,0.36757,0.01326,0.12734,3.07,2.94932,2.92029
All,4,11.61299,13.67,0.43584,0.01836,0.15841,3.477,3.35978,3.27589
All,5,12.47391,14.66,0.49755,0.02304,0.18709,3.8453,3.73349,3.59618
All,6,13.26,15.57,0.55423,0.02773,0.21411,4.18898,4.0825,3.89369
All,7,13.99625,16.43,0.60772,0.03292,0.23925,4.51373,4.41354,4.17538
All,8,14.6925,17.24,0.65895,0.03834,0.26352,4.82466,4.73226,4.44472
All,9,15.36,18.02,0.70859,0.04381,0.28681,5.12764,5.04116,4.70343
All,10,16.005,18.77,0.75682,0.04878,0.30935,5.42161,5.34254,4.95612
All,11,16.63429,19.5,0.80407,0.05377,0.33128,5.70877,5.63747,5.20516
All,12,17.245,20.19,0.85062,0.05904,0.35272,5.99172,5.92815,5.44913
All,13,17.84556,20.89,0.89614,0.06447,0.37373,6.27033,6.21564,5.69035
All,14,18.43375,21.57,0.94178,0.07013,0.39437,6.54624,6.50105,5.92775
All,15,19.01571,22.25,0.9867,0.07593,0.41466,6.82001,6.78322,6.16401
All,16,19.59222,22.92,1.03116,0.08191,0.43461,7.09102,7.06465,6.39898
All,17,20.1525,23.58,1.07568,0.08794,0.45436,7.3609,7.34457,6.63217
All,18,20.71857,24.24,1.12006,0.094,0.47392,7.62954,7.62393,6.86549
All,19,21.28167,24.89,1.16476,0.09992,0.49333,7.89725,7.90131,7.09831
All,20,21.845,25.54,1.20931,0.10567,0.51253,8.16403,8.17873,7.33165
All,21,22.40375,26.2,1.25401,0.1115,0.53156,8.42971,8.45536,7.56446
All,22,22.96375,26.85,1.29888,0.11711,0.55075,8.69726,8.73185,7.79852
All,23,23.52667,27.49,1.34376,0.12245,0.57002,8.96313,9.00847,8.03335
All,24,24.08857,28.14,1.3887,0.12758,0.58926,9.22977,9.28456,8.26974
All,25,24.652,28.8,1.43407,0.1325,0.60859,9.49686,9.56177,8.50768
All,26,25.215,29.45,1.47979,0.13737,0.62806,9.76328,9.83842,8.7472
All,27,25.78,30.09,1.52574,0.14215,0.64822,10.03028,10.11623,8.98812
All,28,26.34667,30.75,1.57177,0.14706,0.66849,10.2977,10.39332,9.23063
All,29,26.92111,31.41,1.61818,0.15199,0.68889,10.56578,10.67202,9.47491
All,30,27.49556,32.07,1.66507,0.15685,0.70946,10.83517,10.95116,9.72173
All,31,28.07667,32.74,1.71241,0.16171,0.73024,11.10477,11.23107,9.97056
All,32,28.656,33.41,1.76017,0.16655,0.75118,11.37571,11.51222,10.22235
All,33,29.2425,34.09,1.8085,0.17136,0.77234,11.64901,11.79441,10.4765
All,34,29.83545,34.76,1.85718,0.17611,0.79388,11.92365,12.07789,10.73371
All,35,30.42889,35.45,1.90647,0.18077,0.81562,12.20036,12.36373,10.99541
All,36,31.0325,36.14,1.95617,0.18525,0.83768,12.47829,12.65034,11.25901
All,37,31.64,36.83,2.00658,0.18961,0.86021,12.75825,12.93795,11.52755
All,38,32.25625,37.54,2.05753,0.19381,0.88298,13.03929,13.22861,11.79999
All,39,32.87636,38.25,2.10929,0.19781,0.90631,13.32301,13.52022,12.07654
All,40,33.50429,38.97,2.16197,0.20162,0.92995,13.60936,13.81383,12.35779
All,41,34.14429,39.7,2.2157,0.20523,0.95422,13.89715,14.10979,12.64486
All,42,34.7925,40.44,2.2702,0.20863,0.97897,14.18715,14.4081,12.93674
All,43,35.45,41.18,2.3257,0.21192,1.00423,14.48001,14.70679,13.23364
All,44,36.11667,41.94,2.38197,0.21536,1.03018,14.77534,15.00892,13.53703
All,45,36.79388,42.71,2.43951,0.21927,1.05672,15.07334,15.31384,13.84446
All,46,37.4825,43.48,2.49797,0.22337,1.08418,15.37354,15.62228,14.15971
All,47,38.18,44.27,2.5577,0.22731,1.11259,15.67783,15.93471,14.48036
All,48,38.89167,45.06,2.61891,0.23074,1.14189,15.98657,16.24923,14.80796
All,49,39.6175,45.87,2.68156,0.23506,1.17221,16.29833,16.56737,15.14278
All,50,40.35167,46.69,2.74562,0.23986,1.20343,16.61343,16.88807,15.48522
All,51,41.0975,47.53,2.81128,0.24488,1.23607,16.93134,17.21265,15.83469
All,52,41.86222,48.37,2.87844,0.25072,1.27018,17.25429,17.54176,16.19465
All,53,42.63625,49.23,2.94742,0.25733,1.30611,17.58258,17.87621,16.56259
All,54,43.42667,50.1,3.01823,0.26499,1.34404,17.91602,18.21322,16.93961
All,55,44.23214,51.0,3.09113,0.27289,1.38398,18.25372,18.55644,17.32672
All,56,45.05375,51.91,3.16611,0.28066,1.42614,18.59617,18.90579,17.72338
All,57,45.89625,52.84,3.24299,0.28782,1.47088,18.94545,19.25856,18.13322
All,58,46.75455,53.79,3.32188,0.29613,1.51885,19.29909,19.61707,18.55351
All,59,47.63286,54.76,3.40358,0.3056,1.57018,19.66063,19.98303,18.98652
All,60,48.53167,55.75,3.48788,0.33319,1.62577,20.02982,20.35556,19.43392
All,61,49.445,56.76,3.57484,0.36347,1.68586,20.40615,20.73572,19.89694
All,62,50.38,57.81,3.66497,0.39466,1.75147,20.78976,21.12337,20.37297
All,63,51.35,58.87,3.7584,0.43315,1.82333,21.18357,21.51965,20.86528
All,64,52.34667,59.96,3.85482,0.47441,1.90215,21.58644,21.92391,21.3744
All,65,53.37111,61.09,3.95498,0.51096,1.99057,21.99842,22.33873,21.90267
All,66,54.42227,62.25,4.05864,0.55629,2.09,22.42251,22.7659,22.44989
All,67,55.50222,63.44,4.16659,0.60084,2.20262,22.85886,23.20558,23.02062
All,68,56.6225,64.67,4.2788,0.6439,2.32754,23.30852,23.65772,23.61511
All,69,57.785,65.94,4.39537,0.68603,2.47013,23.77316,24.12299,24.23228
All,70,58.98182,67.26,4.51781,0.72655,2.63127,24.25382,24.60695,24.87836
All,71,60.22,68.63,4.64534,0.76566,2.81651,24.75244,25.10573,25.54748
All,72,61.51667,70.05,4.77868,0.80377,3.00954,25.26958,25.62434,26.25064
All,73,62.86125,71.52,4.91844,0.84088,3.2164,25.8099,26.16473,26.98516
All,74,64.26375,73.06,5.06463,0.87629,3.42874,26.37163,26.72794,27.758
All,75,65.72111,74.65,5.21913,0.91014,3.61284,26.96083,27.31688,28.57392
All,76,67.25714,76.33,5.38085,0.94284,3.82259,27.57984,27.93675,29.43355
All,77,68.86727,78.09,5.55236,0.97444,4.15932,28.23418,28.5906,30.3402
All,78,70.55778,79.94,5.73409,1.00584,4.54505,28.92486,29.27952,31.2984
All,79,72.34222,81.87,5.92724,1.03681,4.96488,29.66329,30.01393,32.32091
All,80,74.23727,83.92,6.13138,1.06749,5.34015,30.4512,30.7962,33.41154
All,81,76.243,86.09,6.35002,1.09832,5.6699,31.29212,31.6357,34.57265
All,82,78.3925,88.38,6.58389,1.13002,5.94998,32.19921,32.53495,35.81876
All,83,80.68,90.82,6.83458,1.16366,6.18433,33.18607,33.51029,37.15612
All,84,83.136,93.46,7.10304,1.19841,6.50846,34.26319,34.57099,38.59401
All,85,85.77111,96.3,7.39533,1.23387,6.90603,35.44066,35.73241,40.17017
All,86,88.66071,99.36,7.71216,1.26912,7.35856,36.74763,37.01023,41.88091
All,87,91.81364,102.7,8.05948,1.30386,7.73722,38.2003,38.43001,43.75831
All,88,95.2875,106.38,8.44103,1.33876,8.03195,39.83486,40.01954,45.83379
All,89,99.13417,110.41,8.86421,1.37642,8.26574,41.68315,41.8114,48.14959
All,90,103.44125,114.88,9.33512,1.41451,8.70077,43.80528,43.84601,50.75298
All,91,108.31667,120.0,9.86783,1.45314,9.40083,46.25437,46.19725,53.71803
All,92,113.86,125.9,10.47082,1.49176,9.91574,49.12191,48.93992,57.14353
All,93,120.41,132.85,11.17125,1.5289,10.23567,52.56442,52.18298,61.19017
All,94,128.364,141.18,11.99581,1.56743,10.69625,56.72747,56.12413,66.08691
All,95,138.2975,151.53,12.99017,1.60794,11.49969,61.96428,61.03652,72.2058
All,96,151.01,164.77,14.23166,1.65134,13.34601,68.87264,67.45148,80.21127
All,97,168.59694,183.03,15.86173,1.69871,14.28487,78.48021,76.31423,91.24818
All,98,195.42,211.1,18.19758,1.75458,15.38509,93.42091,90.03913,108.36292
All,99,246.65757,262.64,22.33475,1.8283,19.87293,122.75498,117.04721,141.21698
